ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,YEARS_EMPLOYED,months_on_record,max_dpd,avg_dpd,num_late_payments,TARGET
5008847,0,1,1,0,112500.0,1,1,1,4,0,1,0,4,2,56.1,12.2,33,0,0.0,0,0
5008849,0,1,1,0,112500.0,1,1,1,4,0,1,0,4,2,56.1,12.2,12,0,0.0,0,0
5008850,0,1,1,0,112500.0,1,1,1,4,0,1,0,4,2,56.1,12.2,26,0,0.0,0,0
5008851,0,1,1,0,112500.0,1,1,1,4,0,1,0,4,2,56.1,12.2,12,0,0.0,0,0
5008852,0,1,1,0,112500.0,1,1,1,4,0,1,0,4,2,56.1,12.2,1,0,0.0,0,0
5008853,0,1,1,0,112500.0,1,1,1,4,0,1,0,4,2,56.1,12.2,16,0,0.0,0,0
5008854,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,2,0,0.0,0,0
5008855,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,29,0,0.0,0,0
5008856,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,4,0,0.0,0,0
5008857,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,28,0,0.0,0,0
5008858,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,11,0,0.0,0,0
5008859,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,5,0,0.0,0,0
5008860,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,4,0,0.0,0,0
5008861,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,4,0,0.0,0,0
5008862,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,3,0,0.0,0,0
5008863,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,2,0,0.0,0,0
5008864,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,3,0,0.0,0,0
5008865,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,2,0,0.0,0,0
5008866,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,2,0,0.0,0,0
5008867,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,4,0,0.0,0,0
5112846,1,1,1,2,135000.0,0,1,1,4,0,0,0,0,4,43.2,8.7,4,0,0.0,0,0
5008868,1,0,1,1,211500.0,3,1,3,4,0,0,0,1,3,44.4,19.4,25,0,0.0,0,0
5008870,1,0,1,1,211500.0,3,1,3,4,0,0,0,1,3,44.4,19.4,12,0,0.0,0,0
5008872,0,1,1,0,360000.0,1,1,1,4,0,1,0,9,2,45.6,14.7,11,1,0.09090909090909091,1,0
5008873,1,0,1,2,126000.0,1,3,1,4,0,0,1,3,4,34.0,4.9,22,0,0.0,0,0
5008874,1,0,1,2,126000.0,1,3,1,4,0,0,1,3,4,34.0,4.9,46,0,0.0,0,0
5008875,1,0,1,2,126000.0,1,3,1,4,0,0,1,3,4,34.0,4.9,40,0,0.0,0,0
5008876,1,0,1,2,126000.0,1,3,1,4,0,0,1,3,4,34.0,4.9,44,0,0.0,0,0
5008877,1,0,1,2,126000.0,1,3,1,4,0,0,1,3,4,34.0,4.9,8,0,0.0,0,0
5008878,1,0,1,2,126000.0,1,3,1,4,0,0,1,3,4,34.0,4.9,12,1,0.25,3,0
5008879,1,0,1,2,126000.0,1,3,1,4,0,0,1,3,4,34.0,4.9,22,0,0.0,0,0
5008880,1,0,1,2,126000.0,1,3,1,4,0,0,1,3,4,34.0,4.9,11,0,0.0,0,0
5008881,1,0,1,2,126000.0,1,3,1,4,0,0,1,3,4,34.0,4.9,20,0,0.0,0,0
5008882,1,0,1,2,126000.0,1,3,1,4,0,0,1,3,4,34.0,4.9,40,0,0.0,0,0
5008884,1,0,1,0,315000.0,2,1,4,4,0,0,0,18,1,55.3,0.0,41,0,0.0,0,0
5008888,1,0,1,0,247500.0,1,3,2,1,0,0,0,1,1,46.6,3.7,6,0,0.0,0,0
5008889,1,0,1,0,247500.0,1,3,2,1,0,0,0,1,1,46.6,3.7,5,0,0.0,0,0
5008890,1,0,1,0,247500.0,1,3,2,1,0,0,0,1,1,46.6,3.7,6,0,0.0,0,0
5112847,1,0,1,0,247500.0,1,3,2,1,0,0,0,1,1,46.6,3.7,6,0,0.0,0,0
5008891,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,8,0,0.0,0,0
5008892,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008893,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,37,0,0.0,0,0
5008894,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,37,0,0.0,0,0
5008895,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,35,0,0.0,0,0
5008896,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008897,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008898,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,21,0,0.0,0,0
5008899,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008900,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,21,0,0.0,0,0
5008901,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008902,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,21,1,0.047619047619047616,1,0
5008903,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008904,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,21,1,0.047619047619047616,1,0
5008905,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008906,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,21,1,0.047619047619047616,1,0
5008907,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008908,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,21,1,0.047619047619047616,1,0
5008909,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008910,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,21,1,0.047619047619047616,1,0
5008911,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008912,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,21,1,0.047619047619047616,1,0
5008913,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008914,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,19,1,0.05263157894736842,1,0
5008915,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008916,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,18,1,0.05555555555555555,1,0
5008917,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008918,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,17,1,0.058823529411764705,1,0
5008919,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,0,0.0,0,0
5008920,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,16,1,0.0625,1,0
5008921,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,14,0,0.0,0,0
5008922,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,14,1,0.07142857142857142,1,0
5008923,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,13,0,0.0,0,0
5008924,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,13,0,0.0,0,0
5008925,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,13,0,0.0,0,0
5008926,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,12,1,0.08333333333333333,1,0
5008927,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,10,0,0.0,0,0
5008928,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,10,1,0.1,1,0
5008929,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,8,0,0.0,0,0
5008930,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,7,0,0.0,0,0
5008931,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,6,0,0.0,0,0
5008932,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,6,0,0.0,0,0
5008933,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,6,0,0.0,0,0
5008934,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,5,0,0.0,0,0
5008935,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,5,0,0.0,0,0
5008936,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,4,0,0.0,0,0
5008937,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,2,0,0.0,0,0
5008938,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,2,0,0.0,0,0
5008939,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,1,0,0.0,0,0
5008940,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,2,0,0.0,0,0
5008941,1,0,1,0,297000.0,1,1,0,1,0,0,0,0,1,42.5,8.9,8,0,0.0,0,0
5008942,1,0,0,0,157500.0,1,3,1,4,0,1,0,5,2,37.3,13.3,16,1,0.1875,3,0
5008943,1,0,0,0,157500.0,1,3,1,4,0,1,0,5,2,37.3,13.3,15,0,0.0,0,0
5008944,1,0,0,0,157500.0,1,3,1,4,0,1,0,5,2,37.3,13.3,16,1,0.1875,3,0
5008945,1,0,0,0,157500.0,1,3,1,4,0,1,0,5,2,37.3,13.3,16,1,0.1875,3,0
5008946,1,0,0,0,157500.0,1,3,1,4,0,1,0,5,2,37.3,13.3,16,1,0.1875,3,0
5008947,0,0,1,0,135000.0,0,1,1,4,1,1,0,4,2,42.4,3.9,13,0,0.0,0,0
5008948,0,0,1,0,135000.0,0,1,1,4,1,1,0,4,2,42.4,3.9,13,0,0.0,0,0
5008949,0,0,1,0,135000.0,0,1,1,4,1,1,0,4,2,42.4,3.9,1,0,0.0,0,0
5008950,0,0,1,0,135000.0,0,1,1,4,1,1,0,4,2,42.4,3.9,13,0,0.0,0,0
5008951,0,0,1,1,225000.0,0,1,1,4,0,0,0,18,3,28.3,7.7,46,0,0.0,0,0
5008952,0,0,1,1,225000.0,0,1,1,4,0,0,0,18,3,28.3,7.7,46,0,0.0,0,0
5008953,0,0,1,1,225000.0,0,1,1,4,0,0,0,18,3,28.3,7.7,28,0,0.0,0,0
5008954,0,0,1,1,225000.0,0,1,1,4,0,0,0,18,3,28.3,7.7,6,0,0.0,0,0
5008955,1,1,1,0,135000.0,0,1,1,4,0,0,0,0,2,48.7,4.7,5,0,0.0,0,0
5008956,1,1,1,0,135000.0,0,1,1,4,0,0,0,0,2,48.7,4.7,40,0,0.0,0,0
5008957,1,1,1,0,135000.0,0,1,1,4,0,0,0,0,2,48.7,4.7,40,0,0.0,0,0
5008958,1,1,1,0,135000.0,0,1,1,4,0,0,0,0,2,48.7,4.7,4,0,0.0,0,0
5008959,1,1,1,0,135000.0,0,1,1,4,0,0,0,0,2,48.7,4.7,16,0,0.0,0,0
5008960,1,1,1,0,135000.0,0,1,1,4,0,0,0,0,2,48.7,4.7,29,0,0.0,0,0
5008962,1,1,1,0,135000.0,0,1,1,4,0,0,0,0,2,48.7,4.7,27,0,0.0,0,0
5008963,1,1,1,0,135000.0,0,1,1,4,0,0,0,0,2,48.7,4.7,39,0,0.0,0,0
5008966,0,0,1,0,157500.0,0,1,1,4,0,1,0,18,2,43.9,2.4,16,1,0.0625,1,0
5008967,0,0,1,0,157500.0,0,1,1,4,0,1,0,18,2,43.9,2.4,22,0,0.0,0,0
5008971,0,0,1,0,157500.0,0,1,1,4,0,1,0,18,2,43.9,2.4,5,0,0.0,0,0
5008973,0,0,1,0,157500.0,0,1,1,4,0,1,0,18,2,43.9,2.4,5,0,0.0,0,0
5008974,1,0,1,0,112500.0,2,1,1,4,0,0,0,18,2,61.1,0.0,3,0,0.0,0,0
5008975,1,0,1,0,112500.0,2,1,1,4,0,0,0,18,2,61.1,0.0,22,1,0.09090909090909091,2,0
5008976,1,0,1,0,112500.0,2,1,1,4,0,0,0,18,2,61.1,0.0,2,0,0.0,0,0
5008977,1,0,1,0,112500.0,2,1,1,4,0,0,0,18,2,61.1,0.0,24,0,0.0,0,0
5008978,1,0,1,0,112500.0,2,1,1,4,0,0,0,18,2,61.1,0.0,22,1,0.09090909090909091,2,0
5008979,1,0,1,0,112500.0,2,1,1,4,0,0,0,18,2,61.1,0.0,38,0,0.0,0,0
5008980,1,0,1,0,112500.0,2,1,1,4,0,0,0,18,2,61.1,0.0,51,0,0.0,0,0
5008981,0,1,1,0,112500.0,3,1,1,4,0,1,0,4,2,57.1,6.5,11,0,0.0,0,0
5008983,0,1,1,0,112500.0,3,1,1,4,0,1,0,4,2,57.1,6.5,12,0,0.0,0,0
5008984,0,1,1,0,112500.0,3,1,1,4,0,1,0,4,2,57.1,6.5,59,0,0.0,0,0
5008986,0,1,1,0,112500.0,3,1,1,4,0,1,0,4,2,57.1,6.5,11,0,0.0,0,0
5008987,0,1,1,0,112500.0,3,1,1,4,0,1,0,4,2,57.1,6.5,11,0,0.0,0,0
5008988,0,1,1,0,112500.0,3,1,1,4,0,1,0,4,2,57.1,6.5,17,0,0.0,0,0
5008991,1,1,1,0,270000.0,0,1,2,4,1,1,0,10,1,45.4,3.3,29,0,0.0,0,0
5008992,1,1,1,0,270000.0,0,1,2,4,1,1,0,10,1,45.4,3.3,7,0,0.0,0,0
5008993,1,1,1,0,270000.0,0,1,2,4,1,1,0,10,1,45.4,3.3,18,0,0.0,0,0
5008994,1,1,1,0,270000.0,0,1,2,4,1,1,0,10,1,45.4,3.3,20,0,0.0,0,0
5008995,1,1,1,0,270000.0,0,1,2,4,1,1,0,10,1,45.4,3.3,19,0,0.0,0,0
5112861,1,1,1,0,270000.0,0,1,2,4,1,1,0,10,1,45.4,3.3,20,0,0.0,0,0
5008998,1,1,1,0,270000.0,0,3,1,4,0,0,1,3,2,29.1,2.3,4,0,0.0,0,0
5008999,1,1,1,0,270000.0,0,3,1,4,0,0,1,3,2,29.1,2.3,4,0,0.0,0,0
5009000,0,1,1,0,157500.0,0,1,1,4,0,0,0,4,2,27.2,2.3,23,0,0.0,0,0
5009001,0,0,1,0,166500.0,0,1,1,4,1,1,0,0,2,51.8,17.2,7,0,0.0,0,0
5009002,0,0,1,0,166500.0,0,1,1,4,1,1,0,0,2,51.8,17.2,7,0,0.0,0,0
5009005,0,0,1,0,166500.0,0,1,1,4,1,1,0,0,2,51.8,17.2,7,0,0.0,0,0
5009006,0,0,1,0,166500.0,0,1,1,4,1,1,0,0,2,51.8,17.2,11,0,0.0,0,0
5009007,0,0,1,0,166500.0,0,1,1,4,1,1,0,0,2,51.8,17.2,11,0,0.0,0,0
5009008,0,0,1,0,166500.0,0,1,1,4,1,1,0,0,2,51.8,17.2,7,0,0.0,0,0
5009009,0,0,1,0,166500.0,0,1,1,4,1,1,0,0,2,51.8,17.2,11,0,0.0,0,0
5009010,0,0,1,0,166500.0,0,1,1,4,1,1,0,0,2,51.8,17.2,7,0,0.0,0,0
5009012,0,0,1,0,166500.0,0,1,1,4,1,1,0,0,2,51.8,17.2,6,0,0.0,0,0
5009014,0,0,1,0,166500.0,0,1,1,4,1,1,0,0,2,51.8,17.2,7,0,0.0,0,0
5009016,1,0,1,2,216000.0,3,3,1,4,0,0,1,18,4,42.3,8.5,25,0,0.0,0,0
5009018,1,0,1,2,216000.0,3,3,1,4,0,0,1,18,4,42.3,8.5,13,0,0.0,0,0
5009019,1,0,1,2,216000.0,3,3,1,4,0,0,1,18,4,42.3,8.5,33,0,0.0,0,0
5009020,1,0,1,2,216000.0,3,3,1,4,0,0,1,18,4,42.3,8.5,25,0,0.0,0,0
5009022,1,0,1,2,216000.0,3,3,1,4,0,0,1,18,4,42.3,8.5,40,0,0.0,0,0
5009023,1,0,1,2,216000.0,3,3,1,4,0,0,1,18,4,42.3,8.5,36,0,0.0,0,0
5009024,1,0,1,2,216000.0,3,3,1,4,0,0,1,18,4,42.3,8.5,9,0,0.0,0,0
5009025,1,0,1,2,216000.0,3,3,1,4,0,0,1,18,4,42.3,8.5,34,0,0.0,0,0
5009027,1,1,1,0,270000.0,1,1,1,4,0,0,1,0,2,54.4,29.7,22,0,0.0,0,0
5112862,1,1,1,0,270000.0,1,1,1,4,0,0,1,0,2,54.4,29.7,29,0,0.0,0,0
5009028,1,1,1,0,225000.0,1,1,1,4,0,0,0,0,2,39.6,7.6,11,1,0.09090909090909091,1,0
5009029,1,1,1,0,225000.0,1,1,1,4,0,0,0,0,2,39.6,7.6,16,0,0.0,0,0
5009031,1,0,1,0,315000.0,0,1,0,4,0,0,0,6,1,28.9,3.3,14,0,0.0,0,0
5009032,1,0,1,0,315000.0,0,1,0,4,0,0,0,6,1,28.9,3.3,14,0,0.0,0,0
5009033,1,0,0,0,255150.0,2,2,3,1,0,0,0,18,2,51.1,0.0,17,0,0.0,0,0
5009034,1,0,0,0,255150.0,2,2,3,1,0,0,0,18,2,51.1,0.0,18,0,0.0,0,0
5009035,1,0,0,0,255150.0,2,2,3,1,0,0,0,18,2,51.1,0.0,6,0,0.0,0,0
5009036,1,0,0,0,255150.0,2,2,3,1,0,0,0,18,2,51.1,0.0,19,0,0.0,0,0
5009037,1,0,0,0,255150.0,2,2,3,1,0,0,0,18,2,51.1,0.0,20,0,0.0,0,0
5009038,1,0,0,0,255150.0,2,2,3,1,0,0,0,18,2,51.1,0.0,13,0,0.0,0,0
5009039,1,0,1,2,157500.0,0,1,0,4,0,0,0,1,3,39.2,1.5,9,0,0.0,0,0
5009040,1,0,1,2,157500.0,0,1,0,4,0,0,0,1,3,39.2,1.5,4,0,0.0,0,0
5009042,1,0,1,0,148500.0,0,3,1,4,0,0,0,1,2,48.3,2.4,21,0,0.0,0,0
5009043,1,0,1,0,148500.0,0,3,1,4,0,0,0,1,2,48.3,2.4,19,0,0.0,0,0
5009044,1,0,1,0,148500.0,0,3,1,4,0,0,0,1,2,48.3,2.4,15,1,0.06666666666666667,1,0
5009045,1,0,1,0,148500.0,0,3,1,4,0,0,0,1,2,48.3,2.4,15,1,0.06666666666666667,1,0
5009046,1,0,1,0,148500.0,0,3,1,4,0,0,0,1,2,48.3,2.4,8,0,0.0,0,0
5009047,1,0,1,0,148500.0,0,3,1,4,0,0,0,1,2,48.3,2.4,12,0,0.0,0,0
5009050,1,0,1,2,202500.0,0,3,1,4,0,0,1,1,4,30.1,6.3,14,0,0.0,0,0
5009051,1,0,1,2,202500.0,0,3,1,4,0,0,1,1,4,30.1,6.3,43,1,0.023255813953488372,1,0
5009052,1,0,1,2,202500.0,0,3,1,4,0,0,1,1,4,30.1,6.3,48,0,0.0,0,0
5009053,1,0,1,2,202500.0,0,3,1,4,0,0,1,1,4,30.1,6.3,14,0,0.0,0,0
5009055,1,0,1,2,202500.0,0,3,1,4,0,0,1,1,4,30.1,6.3,14,0,0.0,0,0
5009056,0,0,1,0,202500.0,0,1,0,4,1,0,0,4,1,24.3,2.4,10,0,0.0,0,0
5009057,0,0,1,0,202500.0,0,1,0,4,1,0,0,4,1,24.3,2.4,10,0,0.0,0,0
5009058,1,1,1,0,112500.0,1,1,0,4,0,1,1,11,1,20.5,2.2,1,0,0.0,0,0
5009060,1,0,1,0,94500.0,2,3,1,4,0,1,0,18,2,61.1,0.0,4,0,0.0,0,0
5009062,0,1,1,0,315000.0,0,1,3,4,0,0,0,2,2,28.6,5.7,38,0,0.0,0,0
5009063,0,1,1,0,315000.0,0,1,3,4,0,0,0,2,2,28.6,5.7,28,0,0.0,0,0
5009064,0,1,1,0,315000.0,0,1,3,4,0,0,0,2,2,28.6,5.7,5,0,0.0,0,0
5009065,0,1,1,0,315000.0,0,1,3,4,0,0,0,2,2,28.6,5.7,11,0,0.0,0,0
5009066,0,1,1,0,315000.0,0,1,3,4,0,0,0,2,2,28.6,5.7,16,0,0.0,0,0
5009067,0,1,1,0,315000.0,0,1,3,4,0,0,0,2,2,28.6,5.7,5,0,0.0,0,0
5009068,0,1,1,0,315000.0,0,1,3,4,0,0,0,2,2,28.6,5.7,23,0,0.0,0,0
5009069,0,1,1,0,315000.0,0,1,3,4,0,0,0,2,2,28.6,5.7,36,0,0.0,0,0
5009070,0,1,1,0,315000.0,0,1,3,4,0,0,0,2,2,28.6,5.7,38,0,0.0,0,0
5009071,1,1,1,0,270000.0,1,2,3,2,0,1,1,5,2,28.1,8.7,21,0,0.0,0,0
5009072,1,1,1,0,270000.0,1,2,3,2,0,1,1,5,2,28.1,8.7,24,0,0.0,0,0
5009074,1,1,1,1,450000.0,3,3,1,4,0,1,1,1,3,48.5,1.9,23,0,0.0,0,0
5009075,1,1,1,1,450000.0,3,3,1,4,0,1,1,1,3,48.5,1.9,24,0,0.0,0,0
5009078,0,0,1,1,180000.0,0,1,1,0,0,0,0,4,3,38.7,3.5,31,0,0.0,0,0
5009079,1,0,1,0,112500.0,0,3,3,4,0,0,1,0,2,27.6,8.7,44,0,0.0,0,0
5009080,1,0,1,0,112500.0,0,3,3,4,0,0,1,0,2,27.6,8.7,16,1,0.25,4,0
5009081,1,0,1,0,112500.0,0,3,3,4,0,0,1,0,2,27.6,8.7,17,0,0.0,0,0
5009083,0,0,1,0,90000.0,0,1,1,4,0,0,0,4,2,56.2,15.7,48,0,0.0,0,0
5009084,0,0,1,0,90000.0,0,1,1,4,0,0,0,4,2,56.2,15.7,3,0,0.0,0,0
5009088,0,1,0,2,202500.0,1,3,1,4,0,0,0,0,4,40.3,8.2,41,0,0.0,0,0
5009089,0,1,0,2,202500.0,1,3,1,4,0,0,0,0,4,40.3,8.2,40,0,0.0,0,0
5009090,0,1,1,0,247500.0,0,1,1,4,0,0,0,4,2,34.6,11.0,14,0,0.0,0,0
5009092,0,1,1,1,765000.0,0,3,1,4,1,0,0,3,3,33.4,3.3,4,1,0.5,2,0
5009094,0,1,1,1,765000.0,0,3,1,4,1,0,0,3,3,33.4,3.3,4,0,0.0,0,0
